MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
201810,AncillaryFFS,PATHOLOGY,Payer CA,1455
201810,AncillaryFFS,PATHOLOGY,Payer CO,355
201810,AncillaryFFS,PATHOLOGY,Payer F,562
201810,AncillaryFFS,PATHOLOGY,Payer O,796
201810,AncillaryFFS,Pathology,Payer UN,568
201810,AncillaryFFS,PATHOLOGY,Payer W,115
201810,AncillaryFFS,PEDIATRICS,Payer F,196
201810,AncillaryFFS,PERSONAL EMERGENCY RESPONSE SYSTEM,Payer S,23
201810,AncillaryFFS,PHARMACY,Payer B,544
201810,AncillaryFFS,PHARMACY,Payer CO,419
201810,AncillaryFFS,PHARMACY WITH INFUSION THERAPY,Payer B,79
201810,AncillaryFFS,PHYS MEDICINE REHAB,Payer F,1465
201810,AncillaryFFS,PHYS MEDICINE REHAB,Payer O,1774
201810,AncillaryFFS,PHYSICAL MEDICINE & REHAB,Payer CO,1699
201810,AncillaryFFS,Physical Medicine & Rehabilitation,Payer S,1247
201810,AncillaryFFS,PHYSICAL THERAPY,Payer CA,497
201810,AncillaryFFS,Physical Therapy,Payer UN,0
201810,AncillaryFFS,PHYSICIAN ASSISTANT,Payer H,698
201810,AncillaryFFS,Physician Assistant,Payer S,61
201810,AncillaryFFS,Physician Assistant,Payer UN,0
201810,AncillaryFFS,PHYSICIAN'S ASSISTANT,Payer CA,0
201810,AncillaryFFS,Podiatrist	,Payer S,360
201810,AncillaryFFS,PODIATRIST,Payer H,1080
201810,AncillaryFFS,PODIATRY,Payer CA,1440
201810,AncillaryFFS,PODIATRY,Payer F,1608
201810,AncillaryFFS,PODIATRY,Payer O,860
201810,AncillaryFFS,Podiatry,Payer UN,0
201810,AncillaryFFS,PODIATRY,Payer W,355
201810,AncillaryFFS,PREVENTIVE MEDICINE,Payer F,183
201810,AncillaryFFS,PREVENTIVE MEDICINE,Payer O,420
201810,AncillaryFFS,PROSTHETIC & ORTHOTICS,Payer F,15219
201810,AncillaryFFS,PROSTHETIC & ORTHOTICS,Payer O,826
201810,AncillaryFFS,Prosthetics and Orthotics,Payer S,645
201810,AncillaryFFS,PSYCA,Payer W,54
201810,AncillaryFFS,PSYCH HOSPITAL,Payer W,1224
201810,AncillaryFFS,Psychiatry,Payer B,108
201810,AncillaryFFS,PSYCHIATRY,Payer W,459
201810,AncillaryFFS,Psychology,Payer UN,0
201810,AncillaryFFS,PSYCHOLOGY,Payer W,66
201810,AncillaryFFS,PUBL,Payer CO,31
201810,AncillaryFFS,PULMONARY DISEASE,Payer F,1450
201810,AncillaryFFS,PULMONARY DISEASE,Payer O,197
201810,AncillaryFFS,PULMONARY DISEASES,Payer W,262
201810,AncillaryFFS,Pulmonology,Payer UN,0
201810,AncillaryFFS,RADIATION ONCOLOGY,Payer CA,107
201810,AncillaryFFS,RADIATION ONCOLOGY,Payer CO,1245
201810,AncillaryFFS,RADIATION ONCOLOGY,Payer F,2413
201810,AncillaryFFS,RADIOL,Payer W,24
201810,AncillaryFFS,RADIOLOGY,Payer B,1094
201810,AncillaryFFS,RADIOLOGY,Payer CA,72
201810,AncillaryFFS,RADIOLOGY,Payer CO,356
201810,AncillaryFFS,RADIOLOGY,Payer F,362
201810,AncillaryFFS,RADIOLOGY,Payer O,869
201810,AncillaryFFS,Radiology,Payer UN,0
201810,AncillaryFFS,RADIOLOGY,Payer W,521
201810,AncillaryFFS,Radiology (Diagnostic),Payer UN,181
201810,AncillaryFFS,RADIOLOGY IMAGING PROVIDER,Payer F,498
201810,AncillaryFFS,RADIOLOGY IMAGING PROVIDER,Payer O,1428
201810,AncillaryFFS,Radiology Oncology,Payer UN,0
201810,AncillaryFFS,REGISTERED NURSE PRACTITIONER,Payer S,598
201810,AncillaryFFS,Rehabilitation Center,Payer UN,0
201810,AncillaryFFS,RENAL DIALYSIS FACILITY,Payer F,63817
201810,AncillaryFFS,RENAL DIALYSIS FACILITY,Payer O,4910
201810,AncillaryFFS,RN,Payer CO,131
201810,AncillaryFFS,SKILLED NURSING FAC,Payer H,387
201810,AncillaryFFS,SKILLED NURSING FACILITY,Payer CA,2077
201810,AncillaryFFS,SKILLED NURSING FACILITY,Payer W,1178
201810,AncillaryFFS,SLEEP CENTER,Payer CA,1969
201810,AncillaryFFS,SLEEP CENTER,Payer CO,566
201810,AncillaryFFS,SLEEP CENTER,Payer W,1856
201810,AncillaryFFS,SLEEP DIAGNOSTIC FACILITY,Payer F,1131
201810,AncillaryFFS,SLEEP DIAGNOSTIC FACILITY,Payer O,373
201810,AncillaryFFS,SLEEP STUDY CENTER FACILITY,Payer B,51
201810,AncillaryFFS,Social Worker,Payer UN,0
201810,AncillaryFFS,SPC FCLY / CA HOSPITAL,Payer F,493
201810,AncillaryFFS,SPC FCLY / CA HOSPITAL,Payer O,607
201810,AncillaryFFS,SPECIAL SERVICES,Payer H,7696
201810,AncillaryFFS,SPORTS MEDICINE,Payer F,162
201810,AncillaryFFS,SUBST,Payer W,2139
201810,AncillaryFFS,Surgery (Plastic),Payer UN,0
201810,AncillaryFFS,Surgery (Thoracic),Payer UN,0
201810,AncillaryFFS,Surgery - Orthopedic,Payer S,157
201810,AncillaryFFS,Urgent Care Center,Payer B,227
201810,AncillaryFFS,URGENT CARE CENTER,Payer CA,3292
201810,AncillaryFFS,URGENT CARE CENTER,Payer F,653
201810,AncillaryFFS,URGENT CARE CENTER,Payer H,231
201810,AncillaryFFS,URGENT CARE CENTER,Payer O,406
201810,AncillaryFFS,Urgent Care Center,Payer S,449
201810,AncillaryFFS,URGENT CARE CENTER,Payer W,462
201810,AncillaryFFS,Urgent Care Facility,Payer UN,934
201810,AncillaryFFS,Urology,Payer B,318
201810,AncillaryFFS,UROLOGY,Payer F,146
201810,AncillaryFFS,Urology,Payer UN,-556
201810,AncillaryFFS,VASCULAR SURGERY,Payer F,40
201810,AncillaryFFS,VISION,Payer F,9615
201810,AncillaryFFS,VISION,Payer O,3606
201810,AncillaryFFS,WOUND,Payer W,1183
201810,AncillaryFFS,WOUND CARE SPECIALISTS,Payer F,1240
201810,AncillaryFFS,WOUND CARE SPECIALISTS,Payer O,368
201810,AncillaryFFS,WOUNDCARE,Payer CA,745
201810,ASCServices,ABULATORY SURGICAL CENTER,Payer CO,1661
201810,ASCServices,AMBULATORY SURGERY CENTER,Payer B,1241
201810,ASCServices,AMBULATORY SURGICAL CENTER,Payer CA,26883
201810,ASCServices,AMBULATORY SURGICAL CENTER,Payer F,12639
201810,ASCServices,AMBULATORY SURGICAL CENTER,Payer O,417
201810,ASCServices,Ambulatory Surgical Center,Payer S,1210
201810,ASCServices,AMBULATORY SURGICAL CENTER,Payer W,9709
201810,ASCServices,Ambulatory Surgical Centers,Payer UN,1843
201810,ASCServices,ANESTHESIOLOGIST,Payer H,1534
201810,ASCServices,ANESTHESIOLOGY,Payer CA,2958
201810,ASCServices,ANESTHESIOLOGY,Payer CO,495
201810,ASCServices,ANESTHESIOLOGY,Payer F,6907
201810,ASCServices,ANESTHESIOLOGY,Payer O,1684
201810,ASCServices,Anesthesiology,Payer S,815
201810,ASCServices,Anesthesiology,Payer UN,2096
201810,ASCServices,ANESTHESIOLOGY,Payer W,1470
201810,ASCServices,ASC,Payer F,24431
201810,ASCServices,ASC,Payer O,10928
201810,ASCServices,CERTIFIED REGISTERED NURSE ANESTHETIST,Payer B,761
201810,ASCServices,COLORECTAL SURGERY,Payer O,422
201810,ASCServices,DURABLE MEDICAL EQUIPMENT,Payer CA,0
201810,ASCServices,ENT,Payer F,379
201810,ASCServices,Gastroenterology,Payer B,552
201810,ASCServices,GASTROENTEROLOGY,Payer CA,2283
201810,ASCServices,GASTROENTEROLOGY,Payer CO,605
201810,ASCServices,GASTROENTEROLOGY,Payer F,11367
201810,ASCServices,GASTROENTEROLOGY,Payer O,2223
201810,ASCServices,Gastroenterology,Payer S,1132
201810,ASCServices,Gastroenterology,Payer UN,1254
201810,ASCServices,GASTROENTEROLOGY,Payer W,709
201810,ASCServices,GENERAL SURGERY,Payer F,2308
201810,ASCServices,GENERAL SURGERY,Payer O,1766
201810,ASCServices,General Surgery,Payer UN,334
201810,ASCServices,GENERAL SURGERY,Payer W,140
201810,ASCServices,HAND SURGERY,Payer F,674
201810,ASCServices,INDEPENDENT LAB,Payer F,1531
201810,ASCServices,INDEPENDENT LAB,Payer O,1693
201810,ASCServices,MEDICAL DOCTOR,Payer H,2487
201810,ASCServices,NEPHROLOGY,Payer CA,1369
201810,ASCServices,NEPHROLOGY,Payer F,2274
201810,ASCServices,NEUROSURGERY,Payer F,150
201810,ASCServices,NURSE ANESTHETIST,Payer H,778
201810,ASCServices,Nurse Anesthetist - Certified Registered	,Payer S,434
201810,ASCServices,OPHTHALMOLOGY,Payer CA,2572
201810,ASCServices,OPHTHALMOLOGY,Payer CO,987
201810,ASCServices,Ophthamology,Payer B,161
201810,ASCServices,Opthalmology,Payer UN,467
201810,ASCServices,ORTHOPEDIC SURGERY,Payer CA,374
201810,ASCServices,ORTHOPEDIC SURGERY,Payer F,3926
201810,ASCServices,ORTHOPEDIC SURGERY,Payer O,532
201810,ASCServices,Orthopedic Surgery,Payer UN,532
201810,ASCServices,ORTHOPEDIC SURGERY,Payer W,620
201810,ASCServices,OSTEOPATH,Payer H,1905
201810,ASCServices,PAIN MANAGEMENT,Payer CA,973
201810,ASCServices,PAIN MANAGEMENT,Payer F,334
201810,ASCServices,PAIN MANAGEMENT,Payer O,1246
201810,ASCServices,PAIN MANAGEMENT,Payer W,2477
201810,ASCServices,Pathology,Payer B,1477
201810,ASCServices,PATHOLOGY,Payer F,1258
201810,ASCServices,PEDANE,Payer W,197
201810,ASCServices,Pediatrics,Payer UN,99
201810,ASCServices,Pediatrics - Anesthesiology,Payer S,107
201810,ASCServices,PHYS MEDICINE REHAB,Payer F,2417
201810,ASCServices,PHYS MEDICINE REHAB,Payer O,754
201810,ASCServices,PHYSICAL MEDICINE & REHAB,Payer CO,80
201810,ASCServices,PLASTIC SURGERY,Payer F,821
201810,ASCServices,PODIATRIST,Payer H,610
201810,ASCServices,PODIATRY,Payer CO,575
201810,ASCServices,Podiatry,Payer UN,500
201810,ASCServices,PODIATRY,Payer W,1147
201810,ASCServices,SPTMED,Payer W,742
201810,ASCServices,SURGICAL CENTER,Payer H,6873
201810,ASCServices,UROLOGY,Payer CO,157
201810,ASCServices,UROLOGY,Payer F,796
201810,ASCServices,UROLOGY,Payer O,1646
201810,ASCServices,Urology,Payer UN,87
201810,ASCServices,UROLOGY,Payer W,813
201810,ASCServices,VASCULAR SURGERY,Payer O,1624
201810,ASCServices,VISION,Payer F,1212
201810,ASCServices,VISION,Payer O,2273
201810,ERServices,,Payer F,2167
201810,ERServices,ADVANCED REGISTERED NURSE PRACTITIONER,Payer B,54
201810,ERServices,ADVANCED RN PRACT,Payer CA,0
201810,ERServices,ANESTHESIOLOGY,Payer W,191
201810,ERServices,ARNP,Payer CA,402
201810,ERServices,CARD ELECTROPHYSIOLO,Payer CA,19
201810,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,19
201810,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,207
201810,ERServices,CARDIOLOGY,Payer CA,1943
201810,ERServices,CARDIOLOGY,Payer F,1059
201810,ERServices,CARDIOLOGY,Payer O,691
201810,ERServices,Cardiology,Payer UN,56
201810,ERServices,CARDIOLOGY,Payer W,218
201810,ERServices,Cardiology/Cardiovascular Disease,Payer B,215
201810,ERServices,CARDIOTHORACIC SURGERY,Payer O,176
201810,ERServices,Cardiovascular Medicine,Payer S,16
201810,ERServices,CARDIOVASCULAR SURGERY,Payer CA,179
201810,ERServices,CARDIOVASCULAR SURGERY,Payer CO,211
201810,ERServices,CLINIC,Payer CO,137
201810,ERServices,CRITICAL ACCESS,Payer W,0
201810,ERServices,CRITICAL CARE,Payer F,266
201810,ERServices,DIAG X-RAY CLINIC,Payer H,1244
201810,ERServices,DIAGNOSTIC RADIOLOGY,Payer CA,1615
201810,ERServices,DIAGNOSTIC RADIOLOGY,Payer CO,1374
201810,ERServices,DIAGNOSTIC RADIOLOGY,Payer F,32
201810,ERServices,EMERGENCY MEDICINE,Payer CO,2038
201810,ERServices,EMERGENCY MEDICINE,Payer F,24134
201810,ERServices,EMERGENCY MEDICINE,Payer O,7287
201810,ERServices,Emergency Medicine,Payer S,680
201810,ERServices,Emergency Medicine,Payer UN,639
201810,ERServices,Emergency Medicine - Emergency Medical Services	,Payer S,414
201810,ERServices,"Emergency Medicine, General Practice",Payer B,404
201810,ERServices,EMERGENCY ROOM,Payer CA,12342
201810,ERServices,EMERGENCY ROOM,Payer W,5680
201810,ERServices,FAMILY NURSE PRACTIONER,Payer CA,527
201810,ERServices,FAMILY PRACTICE,Payer CA,467
201810,ERServices,FAMILY PRACTICE,Payer F,2846
201810,ERServices,FAMILY PRACTICE,Payer O,575
201810,ERServices,Family Practice,Payer S,767
201810,ERServices,FAMILY PRACTICE,Payer W,341
201810,ERServices,GASTROENTEROLOGY,Payer F,294
201810,ERServices,GASTROENTEROLOGY,Payer O,630
201810,ERServices,GENERAL PRACTICE,Payer CA,408
201810,ERServices,GENERAL PRACTICE,Payer F,186
201810,ERServices,GENERAL PRACTICE,Payer W,364
201810,ERServices,GENERAL SURGERY,Payer CO,120
201810,ERServices,GENERAL SURGERY,Payer F,1171
201810,ERServices,GENERAL SURGERY,Payer O,36
201810,ERServices,GENERAL SURGERY,Payer W,155
201810,ERServices,HOSPICE,Payer F,148
201810,ERServices,HOSPITAL,Payer CA,33299
201810,ERServices,HOSPITAL,Payer CO,10860
201810,ERServices,HOSPITAL,Payer H,25507
201810,ERServices,Hospital,Payer UN,3801
201810,ERServices,HOSPITAL,Payer W,3413
201810,ERServices,HOSPITAL ACUTE CARE,Payer B,1154
201810,ERServices,HOSPITALIST,Payer F,686
201810,ERServices,Hospitalist,Payer S,199
201810,ERServices,HOSPITALIST,Payer W,199
201810,ERServices,INTERNAL MEDICINE,Payer B,27
201810,ERServices,INTERNAL MEDICINE,Payer CA,531
201810,ERServices,INTERNAL MEDICINE,Payer F,4691
201810,ERServices,INTERNAL MEDICINE,Payer O,489
201810,ERServices,Internal Medicine,Payer S,9
201810,ERServices,INTERNAL MEDICINE,Payer W,190
201810,ERServices,INTERVENTIONAL CARDIOLOGY,Payer F,203
201810,ERServices,INTERVENTIONAL CARDIOLOGY,Payer O,38
201810,ERServices,INTERVENTIONAL CARDIOLOGY,Payer W,8
201810,ERServices,INTERVENTIONAL RADIOLOGY,Payer CA,199
201810,ERServices,INTERVENTIONAL RADIOLOGY,Payer F,1675
201810,ERServices,INTERVENTIONAL RADIOLOGY,Payer O,187
201810,ERServices,LABORATORY,Payer CA,0
201810,ERServices,LABORATORY,Payer W,0
201810,ERServices,MEDICAL DOCTOR,Payer H,6956
201810,ERServices,MEDICAL SUPPLIER (DME),Payer F,187
201810,ERServices,NEURA,Payer CO,11
201810,ERServices,NEUROLOGY,Payer CO,233
201810,ERServices,NEUROLOGY,Payer F,1302
201810,ERServices,NEUROLOGY,Payer O,88
201810,ERServices,NEUROLOGY,Payer W,44
201810,ERServices,NEURORADIOLOGY,Payer O,55
201810,ERServices,NUCLEAR MEDICINE,Payer CO,7
201810,ERServices,NUCLEAR MEDICINE,Payer F,40
201810,ERServices,NURSE PRACTITIONER,Payer CA,937
201810,ERServices,Nurse Practitioner (Arnp),Payer UN,230
201810,ERServices,Nurse Practitioner - Family	,Payer S,338
201810,ERServices,NURSE PRACTITIONERS,Payer H,1387
201810,ERServices,OBSTETRICS & GYNECOLOGY,Payer CA,529
201810,ERServices,OBSTETRICS & GYNECOLOGY,Payer F,314
201810,ERServices,ONCOLOGY,Payer F,111
201810,ERServices,ONCOLOGY,Payer O,106
201810,ERServices,OPHTHALMOLOGY,Payer F,274
201810,ERServices,ORTHOPEDIC SURGERY,Payer F,226
201810,ERServices,OSTEOPATH,Payer H,478
201810,ERServices,OUT,Payer F,88326
201810,ERServices,OUT,Payer O,47167
201810,ERServices,PATHOLOGY,Payer CA,0
201810,ERServices,PATHOLOGY,Payer O,25
201810,ERServices,PATHOLOGY,Payer W,81
201810,ERServices,Pathology - Anatomic Pathology & Clinical Patholog,Payer S,9
201810,ERServices,Pathology - Clinical,Payer S,40
201810,ERServices,PEDIATRIC PSYCHIATRY,Payer W,150
201810,ERServices,PEDIATRICS,Payer F,632
201810,ERServices,Pediatrics,Payer S,278
201810,ERServices,PHYSICAL THERAPIST,Payer F,1773
201810,ERServices,PHYSICAL THERAPY,Payer CA,185
201810,ERServices,PHYSICIAN ASSISTANT,Payer B,307
201810,ERServices,PHYSICIAN ASSISTANT,Payer CO,488
201810,ERServices,PHYSICIAN ASSISTANT,Payer H,133
201810,ERServices,Physician Assistant,Payer S,549
201810,ERServices,Physician Assistant,Payer UN,135
201810,ERServices,PHYSICIAN'S ASSISTANT,Payer CA,561
201810,ERServices,PLASTIC SURGERY,Payer F,359
201810,ERServices,PSYCHIATRIC FAC,Payer H,1032
201810,ERServices,PULMONARY DISEASE,Payer F,347
201810,ERServices,PULMONARY DISEASES,Payer CA,579
201810,ERServices,RADIATION ONCOLOGY,Payer F,148
201810,ERServices,RADIOL,Payer W,837
201810,ERServices,Radiology	,Payer S,102
201810,ERServices,Radiology,Payer B,267
201810,ERServices,RADIOLOGY,Payer CA,3042
201810,ERServices,RADIOLOGY,Payer CO,1008
201810,ERServices,RADIOLOGY,Payer F,9978
201810,ERServices,RADIOLOGY,Payer O,1662
201810,ERServices,Radiology,Payer S,356
201810,ERServices,Radiology,Payer UN,2196
201810,ERServices,RADIOLOGY,Payer W,999
201810,ERServices,Radiology (Diagnostic),Payer UN,64
201810,ERServices,Radiology - Diagnostic,Payer S,403
201810,ERServices,Radiology - Vascular and Interventional Radiology	,Payer S,21
201810,ERServices,Radiology/Neuroradiology,Payer UN,99
201810,ERServices,REGISTERED NURSE PRACTITIONER,Payer S,539
201810,ERServices,RHEUMATOLOGY,Payer F,195
201810,ERServices,SKILLED NURSING FACILITY,Payer CA,225
201810,ERServices,Surgical Assistant Employer,Payer B,503
201810,ERServices,URGENT CARE MEDICINE,Payer F,723
201810,ERServices,Urology,Payer B,612
201810,ERServices,UROLOGY,Payer W,31
201810,ERServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,199
201810,ERServices,VASCULAR SURGERY,Payer CA,16
201810,ERServices,VASCULAR SURGERY,Payer F,879
201810,InpatientServices,,Payer F,1072
201810,InpatientServices,ACUTE CARE HOSPITAL,Payer B,1327
201810,InpatientServices,ADVANCED RN PRACT,Payer CA,444
201810,InpatientServices,ANATOM,Payer W,511
201810,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer F,835
201810,InpatientServices,ANATOMIC PATHOLOGY,Payer F,65
201810,InpatientServices,ANES ASSIST,Payer CA,925
201810,InpatientServices,ANESTHESIOLOGIST,Payer H,2201
201810,InpatientServices,Anesthesiology,Payer B,1096
201810,InpatientServices,ANESTHESIOLOGY,Payer CA,5085
201810,InpatientServices,ANESTHESIOLOGY,Payer CO,366
201810,InpatientServices,ANESTHESIOLOGY,Payer F,15139
201810,InpatientServices,ANESTHESIOLOGY,Payer O,2066
201810,InpatientServices,Anesthesiology,Payer S,1859
201810,InpatientServices,Anesthesiology,Payer UN,486
201810,InpatientServices,ANESTHESIOLOGY,Payer W,1502
201810,InpatientServices,ARNP,Payer CA,1145
201810,InpatientServices,CARD ELECTROPHYSIOLO,Payer CA,1725
201810,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,792
201810,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,585
201810,InpatientServices,Cardiac Electrophysiology,Payer S,212
201810,InpatientServices,CARDIOLOGY,Payer CA,3585
201810,InpatientServices,CARDIOLOGY,Payer CO,421
201810,InpatientServices,CARDIOLOGY,Payer F,19167
201810,InpatientServices,CARDIOLOGY,Payer O,3502
201810,InpatientServices,Cardiology,Payer UN,1828
201810,InpatientServices,CARDIOLOGY,Payer W,1499
201810,InpatientServices,Cardiology/Cardiovascular Disease,Payer B,1251
201810,InpatientServices,CARDIOTHORACIC SURGE,Payer CA,1234
201810,InpatientServices,CARDIOTHORACIC SURGERY,Payer F,5729
201810,InpatientServices,CARDIOTHORACIC SURGERY,Payer O,879
201810,InpatientServices,Cardiovascular Medicine,Payer S,411
201810,InpatientServices,CARDIOVASCULAR SURGERY,Payer CA,1624
201810,InpatientServices,CARDIOVASCULAR SURGERY,Payer CO,439
201810,InpatientServices,CARECN,Payer CO,1042
201810,InpatientServices,CARV,Payer CO,28
201810,InpatientServices,CLINIC,Payer CA,543
201810,InpatientServices,CLINIC,Payer CO,144
201810,InpatientServices,CLINICAL NEUROPSYCHOLOGIST,Payer O,34
201810,InpatientServices,CLMIS,Payer CO,12
201810,InpatientServices,COLORECTAL SURGERY,Payer F,613
201810,InpatientServices,COLORECTAL SURGERY,Payer O,366
201810,InpatientServices,COMMUNITY MENTAL HEALTH CENTER,Payer W,353
201810,InpatientServices,COVERING PHYSICIAN,Payer CA,1464
201810,InpatientServices,CRITICAL CARE,Payer CA,589
201810,InpatientServices,CRITICAL CARE,Payer F,2165
201810,InpatientServices,CRITICAL CARE,Payer O,856
201810,InpatientServices,CRITICAL CARE,Payer W,404
201810,InpatientServices,Critical Care Medicine,Payer S,121
201810,InpatientServices,Critical/Intensive Care Med,Payer UN,330
201810,InpatientServices,CVS,Payer W,567
201810,InpatientServices,CYTOPA,Payer W,7
201810,InpatientServices,DERMATOPATHOLOGY,Payer F,138
201810,InpatientServices,DIAG X-RAY CLINIC,Payer H,134
201810,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CA,381
201810,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CO,842
201810,InpatientServices,DURABLE MED EQT&MED SUPPL/CARDIOLOGIST,Payer CA,280
201810,InpatientServices,DURABLE MEDICAL EQUIPMENT,Payer CA,1725
201810,InpatientServices,ElectroPhysiologic Study,Payer CA,54
201810,InpatientServices,EMERGENCY MEDICINE,Payer CO,275
201810,InpatientServices,EMERGENCY MEDICINE,Payer F,506
201810,InpatientServices,EMERGENCY MEDICINE,Payer O,362
201810,InpatientServices,Emergency Medicine - Emergency Medical Services	,Payer S,20881
201810,InpatientServices,EMERGENCY ROOM,Payer CA,199
201810,InpatientServices,EMERGENCY ROOM,Payer W,1106
201810,InpatientServices,ENDOCRINOLOGY,Payer CA,753
201810,InpatientServices,ENDOCRINOLOGY,Payer F,704
201810,InpatientServices,ENDOCRINOLOGY,Payer O,612
201810,InpatientServices,ENT,Payer F,804
201810,InpatientServices,Family Medicine - Adult Medicine	,Payer S,143
201810,InpatientServices,FAMILY NURSE PRACTIONER,Payer CA,1283
201810,InpatientServices,Family Practice,Payer B,161
201810,InpatientServices,FAMILY PRACTICE,Payer CA,1621
201810,InpatientServices,FAMILY PRACTICE,Payer CO,261
201810,InpatientServices,FAMILY PRACTICE,Payer F,6069
201810,InpatientServices,FAMILY PRACTICE,Payer O,1727
201810,InpatientServices,Family Practice,Payer S,481
201810,InpatientServices,Family Practice,Payer UN,1288
201810,InpatientServices,FAMILY PRACTICE,Payer W,424
201810,InpatientServices,GASTROENTEROLOGY,Payer CA,785
201810,InpatientServices,GASTROENTEROLOGY,Payer CO,370
201810,InpatientServices,GASTROENTEROLOGY,Payer F,3837
201810,InpatientServices,GASTROENTEROLOGY,Payer O,1746
201810,InpatientServices,Gastroenterology,Payer S,764
201810,InpatientServices,Gastroenterology,Payer UN,114
201810,InpatientServices,GASTROENTEROLOGY,Payer W,987
201810,InpatientServices,General Acute Care Hospital	,Payer S,3686
201810,InpatientServices,General Clinic,Payer UN,556
201810,InpatientServices,GENERAL PRACTICE,Payer CA,709
201810,InpatientServices,GENERAL PRACTICE,Payer F,97
201810,InpatientServices,GENERAL PRACTICE,Payer O,2309
201810,InpatientServices,GENERAL PRACTICE,Payer W,1606
201810,InpatientServices,GENERAL SURGERY,Payer CA,1767
201810,InpatientServices,GENERAL SURGERY,Payer CO,1898
201810,InpatientServices,GENERAL SURGERY,Payer F,15759
201810,InpatientServices,GENERAL SURGERY,Payer O,3880
201810,InpatientServices,General Surgery,Payer UN,1530
201810,InpatientServices,GENERAL SURGERY,Payer W,3000
201810,InpatientServices,GERIATRICS,Payer F,2078
201810,InpatientServices,GERIATRICS,Payer O,2319
201810,InpatientServices,GERIATRICS,Payer W,180
201810,InpatientServices,GYNECOLOGIC ONCOLOGY,Payer F,1087
201810,InpatientServices,HEMATOLOGY,Payer CO,263
201810,InpatientServices,HEMATOLOGY,Payer F,936
201810,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CA,520
201810,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CO,678
201810,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer F,2181
201810,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer O,1469
201810,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer W,890
201810,InpatientServices,HEPATOLOGY,Payer CO,575
201810,InpatientServices,Hepatology,Payer UN,0
201810,InpatientServices,HOSPICE,Payer F,516
201810,InpatientServices,HOSPICE AND PALLIATIVE CARE,Payer F,393
201810,InpatientServices,HOSPICE AND PALLIATIVE CARE,Payer O,203
201810,InpatientServices,HOSPITAL,Payer CA,351202
201810,InpatientServices,HOSPITAL,Payer CO,21881
201810,InpatientServices,HOSPITAL,Payer H,211720
201810,InpatientServices,Hospital,Payer UN,20676
201810,InpatientServices,HOSPITAL,Payer W,91201
201810,InpatientServices,HOSPITAL ACUTE CARE,Payer B,7783
201810,InpatientServices,HOSPITALIST,Payer B,492
201810,InpatientServices,HOSPITALIST,Payer CO,1350
201810,InpatientServices,HOSPITALIST,Payer F,4393
201810,InpatientServices,HOSPITALIST,Payer O,1935
201810,InpatientServices,Hospitalist,Payer S,1192
